# Lorenz equation output (maxtime=30) 
# Time x1 x2 
 21.05 3.1025 3.1231 20.122
 21.06 3.1104 3.2474 19.821
 21.07 3.1298 3.3804 19.531
 21.08 3.1604 3.5222 19.252
 21.09 3.2021 3.6734 18.984
 21.10 3.2546 3.8342 18.728
 21.11 3.318 4.0051 18.485
 21.12 3.3921 4.1866 18.255
 21.13 3.4769 4.3792 18.039
 21.14 3.5725 4.5833 17.838
 21.15 3.6791 4.7994 17.653
 21.16 3.7966 5.028 17.485
 21.17 3.9254 5.2696 17.336
 21.18 4.0655 5.5244 17.206
 21.19 4.2173 5.7929 17.097
 21.20 4.3807 6.0752 17.011
 21.21 4.5562 6.3713 16.95
 21.22 4.7438 6.6813 16.915
 21.23 4.9437 7.0047 16.908
 21.24 5.156 7.3411 16.932
 21.25 5.3807 7.6895 16.988
 21.26 5.6177 8.049 17.08
 21.27 5.8669 8.4178 17.21
 21.28 6.1278 8.7939 17.381
 21.29 6.3999 9.1748 17.594
 21.30 6.6825 9.5572 17.852
 21.31 6.9745 9.9376 18.158
 21.32 7.2746 10.311 18.512
 21.33 7.5812 10.673 18.918
 21.34 7.8923 11.018 19.374
 21.35 8.2055 11.339 19.882
 21.36 8.518 11.629 20.439
 21.37 8.8265 11.881 21.044
 21.38 9.1276 12.087 21.693
 21.39 9.4171 12.24 22.381
 21.40 9.6907 12.333 23.101
 21.41 9.944 12.36 23.844
 21.42 10.172 12.314 24.602
 21.43 10.371 12.194 25.362
 21.44 10.535 11.995 26.112
 21.45 10.662 11.72 26.84
 21.46 10.746 11.37 27.533
 21.47 10.786 10.95 28.179
 21.48 10.778 10.468 28.765
 21.49 10.723 9.9325 29.281
 21.50 10.62 9.3548 29.721
 21.51 10.471 8.7467 30.078
 21.52 10.276 8.1206 30.349
 21.53 10.041 7.4889 30.533
 21.54 9.7675 6.8634 30.633
 21.55 9.4616 6.2547 30.65
 21.56 9.128 5.6719 30.592
 21.57 8.7722 5.1225 30.465
 21.58 8.3999 4.6123 30.275
 21.59 8.0165 4.1451 30.031
 21.60 7.6273 3.7233 29.741
 21.61 7.2373 3.3475 29.412
 21.62 6.8508 3.0174 29.051
 21.63 6.4718 2.7315 28.665
 21.64 6.1037 2.4875 28.26
 21.65 5.7494 2.2828 27.84
 21.66 5.4111 2.1142 27.41
 21.67 5.0906 1.9786 26.974
 21.68 4.7891 1.8727 26.533
 21.69 4.5075 1.7933 26.092
 21.70 4.2463 1.7374 25.652
 21.71 4.0057 1.7022 25.214
 21.72 3.7856 1.6854 24.78
 21.73 3.5855 1.6845 24.351
 21.74 3.4052 1.6976 23.927
 21.75 3.2438 1.7231 23.51
 21.76 3.1008 1.7594 23.099
 21.77 2.9753 1.8054 22.695
 21.78 2.8665 1.8602 22.298
 21.79 2.7737 1.9229 21.91
 21.80 2.6961 1.993 21.529
 21.81 2.6329 2.0701 21.156
 21.82 2.5833 2.1539 20.792
 21.83 2.5468 2.2444 20.436
 21.84 2.5226 2.3415 20.089
 21.85 2.5104 2.4454 19.75
 21.86 2.5095 2.5563 19.421
 21.87 2.5196 2.6744 19.102
 21.88 2.5404 2.8001 18.792
 21.89 2.5715 2.934 18.493
 21.90 2.6128 3.0763 18.204
 21.91 2.6642 3.2278 17.925
 21.92 2.7255 3.3889 17.659
 21.93 2.7969 3.5604 17.404
 21.94 2.8783 3.7428 17.162
 21.95 2.9698 3.937 16.933
 21.96 3.0717 4.1435 16.719
 21.97 3.1843 4.3631 16.519
 21.98 3.3076 4.5965 16.336
 21.99 3.4421 4.8445 16.17
 22.00 3.5882 5.1077 16.023
 22.01 3.7462 5.3868 15.897
 22.02 3.9165 5.6822 15.792
 22.03 4.0995 5.9945 15.711
 22.04 4.2956 6.324 15.656
 22.05 4.5053 6.6709 15.629
 22.06 4.7288 7.035 15.632
 22.07 4.9666 7.416 15.67
 22.08 5.2188 7.8131 15.743
 22.09 5.4855 8.2254 15.856
 22.10 5.7667 8.6511 16.012
 22.11 6.0623 9.0881 16.215
 22.12 6.3717 9.5335 16.467
 22.13 6.6943 9.9835 16.772
 22.14 7.0291 10.434 17.134
 22.15 7.3747 10.879 17.554
 22.16 7.7293 11.312 18.037
 22.17 8.0904 11.726 18.582
 22.18 8.4554 12.113 19.191
 22.19 8.8207 12.463 19.862
 22.20 9.1824 12.767 20.594
 22.21 9.536 13.014 21.381
 22.22 9.8762 13.193 22.218
 22.23 10.197 13.296 23.095
 22.24 10.494 13.313 24.002
 22.25 10.759 13.237 24.925
 22.26 10.987 13.063 25.848
 22.27 11.173 12.789 26.755
 22.28 11.309 12.416 27.63
 22.29 11.393 11.948 28.453
 22.30 11.419 11.394 29.209
 22.31 11.387 10.763 29.882
 22.32 11.295 10.072 30.461
 22.33 11.143 9.334 30.936
 22.34 10.934 8.5678 31.303
 22.35 10.671 7.7902 31.558
 22.36 10.359 7.0177 31.704
 22.37 10.005 6.2655 31.746
 22.38 9.6138 5.5466 31.691
 22.39 9.1937 4.8712 31.548
 22.40 8.7518 4.2473 31.328
 22.41 8.2952 3.6799 31.042
 22.42 7.831 3.1718 30.7
 22.43 7.3654 2.7236 30.314
 22.44 6.9044 2.3339 29.892
 22.45 6.4529 2.0003 29.443
 22.46 6.0152 1.7192 28.975
 22.47 5.5947 1.4863 28.493
 22.48 5.1943 1.297 28.003
 22.49 4.8158 1.1468 27.509
 22.50 4.4608 1.0309 27.014
 22.51 4.13 0.94508 26.521
 22.52 3.8239 0.88511 26.032
 22.53 3.5422 0.84729 25.548
 22.54 3.2847 0.8283 25.07
 22.55 3.0507 0.8252 24.6
 22.56 2.8393 0.83544 24.137
 22.57 2.6496 0.85686 23.682
 22.58 2.4804 0.88761 23.235
 22.59 2.3306 0.92622 22.796
 22.60 2.1991 0.97145 22.366
 22.61 2.0847 1.0223 21.944
 22.62 1.9863 1.0782 21.531
 22.63 1.9027 1.1384 21.126
 22.64 1.8331 1.2028 20.729
 22.65 1.7764 1.2709 20.341
 22.66 1.7317 1.3429 19.961
 22.67 1.6983 1.4186 19.589
 22.68 1.6756 1.4983 19.225
 22.69 1.6627 1.5823 18.87
 22.70 1.6593 1.6707 18.523
 22.71 1.6648 1.7639 18.185
 22.72 1.679 1.8625 17.855
 22.73 1.7015 1.9668 17.533
 22.74 1.732 2.0774 17.22
 22.75 1.7705 2.1949 16.916
 22.76 1.8169 2.32 16.621
 22.77 1.8711 2.4532 16.336
 22.78 1.9333 2.5954 16.06
 22.79 2.0036 2.7472 15.794
 22.80 2.0821 2.9096 15.538
 22.81 2.1692 3.0833 15.294
 22.82 2.2651 3.2693 15.061
 22.83 2.3702 3.4685 14.84
 22.84 2.4849 3.6819 14.632
 22.85 2.6097 3.9105 14.438
 22.86 2.7452 4.1554 14.259
 22.87 2.892 4.4175 14.096
 22.88 3.0506 4.6981 13.951
 22.89 3.2217 4.998 13.825
 22.90 3.4061 5.3185 13.721
 22.91 3.6044 5.6603 13.639
 22.92 3.8175 6.0245 13.584
 22.93 4.0461 6.4117 13.557
 22.94 4.2909 6.8224 13.562
 22.95 4.5526 7.2569 13.601
 22.96 4.8319 7.715 13.68
 22.97 5.1294 8.1963 13.801
 22.98 5.4454 8.6995 13.97
 22.99 5.7803 9.2228 14.191
 23.00 6.1339 9.7635 14.47
 23.01 6.506 10.318 14.812
 23.02 6.896 10.881 15.222
 23.03 7.3025 11.446 15.706
 23.04 7.7241 12.007 16.267
 23.05 8.1581 12.552 16.911
 23.06 8.6017 13.071 17.639
 23.07 9.0506 13.552 18.454
 23.08 9.5002 13.98 19.354
 23.09 9.9446 14.34 20.334
 23.10 10.377 14.616 21.39
 23.11 10.79 14.792 22.508
 23.12 11.175 14.853 23.676
 23.13 11.522 14.787 24.874
 23.14 11.824 14.584 26.081
 23.15 12.071 14.239 27.271
 23.16 12.255 13.752 28.418
 23.17 12.369 13.129 29.496
 23.18 12.406 12.382 30.478
 23.19 12.363 11.529 31.342
 23.20 12.239 10.592 32.07
 23.21 12.034 9.5954 32.649
 23.22 11.753 8.5677 33.073
 23.23 11.4 7.5354 33.341
 23.24 10.983 6.5233 33.46
 23.25 10.511 5.5533 33.44
 23.26 9.9946 4.6432 33.295
 23.27 9.4442 3.806 33.042
 23.28 8.8704 3.0502 32.698
 23.29 8.2835 2.3801 32.281
 23.30 7.6928 1.7961 31.806
 23.31 7.1068 1.2957 31.289
 23.32 6.5328 0.87437 30.743
 23.33 5.9769 0.52568 30.177
 23.34 5.444 0.24253 29.601
 23.35 4.9377 0.017343 29.021
 23.36 4.4606 -0.15742 28.443
 23.37 4.0145 -0.28904 27.871
 23.38 3.6001 -0.38429 27.306
 23.39 3.2175 -0.44934 26.751
 23.40 2.8665 -0.48972 26.207
 23.41 2.5459 -0.51026 25.675
 23.42 2.2548 -0.51517 25.154
 23.43 1.9914 -0.50801 24.645
 23.44 1.7543 -0.4918 24.148
 23.45 1.5416 -0.46904 23.662
 23.46 1.3516 -0.44179 23.187
 23.47 1.1823 -0.4117 22.723
 23.48 1.0322 -0.38009 22.268
 23.49 0.89933 -0.34801 21.824
 23.50 0.78217 -0.31623 21.389
 23.51 0.67914 -0.28536 20.963
 23.52 0.5888 -0.25581 20.547
 23.53 0.50979 -0.22788 20.138
 23.54 0.44087 -0.20173 19.739
 23.55 0.38091 -0.17747 19.347
 23.56 0.32887 -0.15512 18.963
 23.57 0.28382 -0.13465 18.587
 23.58 0.24491 -0.116 18.219
 23.59 0.2114 -0.099078 17.858
 23.60 0.1826 -0.083781 17.504
 23.61 0.15793 -0.069986 17.157
 23.62 0.13685 -0.057567 16.818
 23.63 0.1189 -0.046396 16.485
 23.64 0.10367 -0.036347 16.158
 23.65 0.090788 -0.027296 15.838
 23.66 0.079953 -0.019127 15.524
 23.67 0.070888 -0.011726 15.217
 23.68 0.063357 -0.0049884 14.916
 23.69 0.057156 0.0011838 14.62
 23.70 0.052108 0.0068824 14.331
 23.71 0.048064 0.012192 14.047
 23.72 0.044894 0.017193 13.769
 23.73 0.04249 0.021956 13.496
 23.74 0.04076 0.026551 13.229
 23.75 0.039625 0.031041 12.967
 23.76 0.039024 0.035486 12.71
 23.77 0.038902 0.039942 12.459
 23.78 0.039219 0.044462 12.212
 23.79 0.039941 0.0491 11.97
 23.80 0.041044 0.053905 11.733
 23.81 0.042509 0.058929 11.501
 23.82 0.044325 0.06422 11.273
 23.83 0.046487 0.06983 11.05
 23.84 0.048994 0.075811 10.831
 23.85 0.051853 0.082216 10.617
 23.86 0.055071 0.089102 10.407
 23.87 0.058664 0.096528 10.201
 23.88 0.062651 0.10456 9.9987
 23.89 0.067054 0.11326 9.8008
 23.90 0.071901 0.1227 9.6068
 23.91 0.077225 0.13297 9.4167
 23.92 0.083063 0.14414 9.2303
 23.93 0.089456 0.15631 9.0477
 23.94 0.096451 0.16959 8.8687
 23.95 0.1041 0.18408 8.6932
 23.96 0.11247 0.1999 8.5213
 23.97 0.12161 0.21719 8.3528
 23.98 0.13161 0.2361 8.1877
 23.99 0.14254 0.25678 8.0259
 24.00 0.15449 0.27941 7.8674
 24.01 0.16756 0.3042 7.712
 24.02 0.18185 0.33134 7.5599
 24.03 0.1975 0.36108 7.4108
 24.04 0.21462 0.39368 7.2649
 24.05 0.23336 0.42943 7.1219
 24.06 0.25389 0.46865 6.982
 24.07 0.27637 0.51167 6.845
 24.08 0.30102 0.5589 6.711
 24.09 0.32803 0.61075 6.5799
 24.10 0.35764 0.66769 6.4518
 24.11 0.39013 0.73025 6.3267
 24.12 0.42577 0.79899 6.2045
 24.13 0.46488 0.87454 6.0853
 24.14 0.50782 0.9576 5.9692
 24.15 0.55497 1.0489 5.8563
 24.16 0.60677 1.1494 5.7466
 24.17 0.66367 1.2599 5.6404
 24.18 0.7262 1.3815 5.5378
 24.19 0.79494 1.5154 5.4391
 24.20 0.87051 1.6627 5.3445
 24.21 0.95361 1.8248 5.2544
 24.22 1.045 2.0033 5.1693
 24.23 1.1456 2.1998 5.0897
 24.24 1.2562 2.4161 5.0163
 24.25 1.3779 2.6542 4.95
 24.26 1.5118 2.9163 4.8918
 24.27 1.6592 3.2047 4.843
 24.28 1.8214 3.522 4.805
 24.29 1.9998 3.8709 4.7798
 24.30 2.1962 4.2543 4.7695
 24.31 2.4121 4.6754 4.7768
 24.32 2.6495 5.1375 4.8051
 24.33 2.9104 5.644 4.8583
 24.34 3.1969 6.1982 4.941
 24.35 3.5114 6.8037 5.059
 24.36 3.8562 7.4636 5.2189
 24.37 4.2337 8.1809 5.4288
 24.38 4.6464 8.9578 5.6979
 24.39 5.0968 9.7957 6.0372
 24.40 5.5869 10.695 6.4594
 24.41 6.1189 11.652 6.9789
 24.42 6.694 12.665 7.6119
 24.43 7.3131 13.724 8.3762
 24.44 7.9758 14.817 9.2906
 24.45 8.6805 15.926 10.374
 24.46 9.4235 17.028 11.646
 24.47 10.199 18.091 13.123
 24.48 10.998 19.075 14.814
 24.49 11.81 19.933 16.726
 24.50 12.617 20.612 18.849
 24.51 13.401 21.053 21.163
 24.52 14.139 21.2 23.629
 24.53 14.805 21.001 26.191
 24.54 15.369 20.418 28.772
 24.55 15.805 19.431 31.285
 24.56 16.086 18.05 33.631
 24.57 16.192 16.311 35.716
 24.58 16.107 14.28 37.46
 24.59 15.826 12.044 38.803
 24.60 15.353 9.7045 39.716
 24.61 14.702 7.3643 40.2
 24.62 13.894 5.1162 40.288
 24.63 12.957 3.0353 40.031
 24.64 11.92 1.174 39.496
 24.65 10.818 -0.43825 38.754
 24.66 9.679 -1.7933 37.873
 24.67 8.5319 -2.8992 36.91
 24.68 7.4 -3.7756 35.916
 24.69 6.3024 -4.4487 34.925
 24.70 5.2539 -4.9475 33.965
 24.71 4.265 -5.3012 33.051
 24.72 3.3424 -5.5368 32.193
 24.73 2.4899 -5.6788 31.393
 24.74 1.7087 -5.7481 30.653
 24.75 0.99802 -5.7624 29.97
 24.76 0.35567 -5.7365 29.338
 24.77 -0.22163 -5.6821 28.754
 24.78 -0.73784 -5.609 28.211
 24.79 -1.1974 -5.5248 27.706
 24.80 -1.6049 -5.4355 27.234
 24.81 -1.9651 -5.3458 26.79
 24.82 -2.2826 -5.2593 26.371
 24.83 -2.5619 -5.1788 25.975
 24.84 -2.8073 -5.1064 25.597
 24.85 -3.023 -5.0436 25.237
 24.86 -3.2127 -4.9915 24.892
 24.87 -3.3799 -4.9509 24.561
 24.88 -3.5279 -4.9222 24.244
 24.89 -3.6597 -4.9058 23.939
 24.90 -3.778 -4.9018 23.645
 24.91 -3.8852 -4.9102 23.363
 24.92 -3.9837 -4.9308 23.092
 24.93 -4.0753 -4.9635 22.832
 24.94 -4.1619 -5.0081 22.584
 24.95 -4.245 -5.0644 22.346
 24.96 -4.3262 -5.1321 22.12
 24.97 -4.4066 -5.2109 21.905
 24.98 -4.4874 -5.3005 21.703
 24.99 -4.5695 -5.4006 21.513
 25.00 -4.6539 -5.511 21.336
 25.01 -4.7412 -5.6313 21.173
 25.02 -4.8321 -5.7612 21.023
 25.03 -4.9272 -5.9003 20.889
 25.04 -5.0269 -6.0482 20.769
 25.05 -5.1316 -6.2045 20.666
 25.06 -5.2416 -6.3687 20.58
 25.07 -5.3571 -6.5403 20.511
 25.08 -5.4782 -6.7187 20.46
 25.09 -5.6052 -6.9031 20.429
 25.10 -5.7378 -7.0927 20.417
 25.11 -5.8761 -7.2868 20.426
 25.12 -6.0199 -7.4841 20.457
 25.13 -6.1689 -7.6837 20.509
 25.14 -6.3227 -7.884 20.585
 25.15 -6.481 -8.0838 20.683
 25.16 -6.6431 -8.2813 20.805
 25.17 -6.8084 -8.4749 20.951
 25.18 -6.9761 -8.6625 21.121
 25.19 -7.1453 -8.8421 21.315
 25.20 -7.3151 -9.0115 21.532
 25.21 -7.4842 -9.1684 21.772
 25.22 -7.6515 -9.3105 22.033
 25.23 -7.8156 -9.4354 22.315
 25.24 -7.975 -9.5408 22.615
 25.25 -8.1282 -9.6243 22.931
 25.26 -8.2737 -9.684 23.261
 25.27 -8.4097 -9.7178 23.602
 25.28 -8.5347 -9.7243 23.95
 25.29 -8.6471 -9.7021 24.303
 25.30 -8.7452 -9.6506 24.655
 25.31 -8.8277 -9.5695 25.003
 25.32 -8.8932 -9.4589 25.343
 25.33 -8.9405 -9.3197 25.67
 25.34 -8.9687 -9.1532 25.981
 25.35 -8.9772 -8.9613 26.272
 25.36 -8.9655 -8.7465 26.538
 25.37 -8.9334 -8.5116 26.778
 25.38 -8.8812 -8.2598 26.987
 25.39 -8.8093 -7.9947 27.165
 25.40 -8.7186 -7.7198 27.309
 25.41 -8.61 -7.439 27.418
 25.42 -8.4849 -7.1558 27.493
 25.43 -8.3447 -6.874 27.533
 25.44 -8.1913 -6.5967 27.539
 25.45 -8.0264 -6.327 27.512
 25.46 -7.8521 -6.0677 27.455
 25.47 -7.6702 -5.8209 27.368
 25.48 -7.4829 -5.5886 27.254
 25.49 -7.292 -5.3722 27.115
 25.50 -7.0996 -5.173 26.953
 25.51 -6.9073 -4.9916 26.772
 25.52 -6.717 -4.8285 26.573
 25.53 -6.5301 -4.6837 26.359
 25.54 -6.3481 -4.5573 26.131
 25.55 -6.1723 -4.4489 25.893
 25.56 -6.0038 -4.358 25.645
 25.57 -5.8434 -4.284 25.391
 25.58 -5.6921 -4.2264 25.131
 25.59 -5.5505 -4.1844 24.867
 25.60 -5.4191 -4.1572 24.601
 25.61 -5.2982 -4.1442 24.334
 25.62 -5.1883 -4.1447 24.067
 25.63 -5.0896 -4.1579 23.802
 25.64 -5.002 -4.1833 23.539
 25.65 -4.9258 -4.2202 23.279
 25.66 -4.8609 -4.2683 23.024
 25.67 -4.8073 -4.3269 22.773
 25.68 -4.7648 -4.3957 22.529
 25.69 -4.7334 -4.4743 22.291
 25.70 -4.7129 -4.5625 22.061
 25.71 -4.7033 -4.66 21.839
 25.72 -4.7042 -4.7666 21.626
 25.73 -4.7157 -4.882 21.423
 25.74 -4.7375 -5.0063 21.23
 25.75 -4.7694 -5.1391 21.048
 25.76 -4.8113 -5.2804 20.878
 25.77 -4.8632 -5.43 20.721
 25.78 -4.9247 -5.5879 20.578
 25.79 -4.9957 -5.7538 20.449
 25.80 -5.0762 -5.9274 20.335
 25.81 -5.1659 -6.1087 20.238
 25.82 -5.2647 -6.2972 20.157
 25.83 -5.3724 -6.4925 20.095
 25.84 -5.4887 -6.6942 20.051
 25.85 -5.6134 -6.9016 20.028
 25.86 -5.7462 -7.1141 20.025
 25.87 -5.8868 -7.3308 20.045
 25.88 -6.0349 -7.5506 20.087
 25.89 -6.1898 -7.7723 20.153
 25.90 -6.3512 -7.9947 20.243
 25.91 -6.5183 -8.2161 20.359
 25.92 -6.6905 -8.4348 20.5
 25.93 -6.8669 -8.6488 20.668
 25.94 -7.0465 -8.8561 20.861
 25.95 -7.2284 -9.0542 21.081
 25.96 -7.4113 -9.2406 21.327
 25.97 -7.5938 -9.4129 21.597
 25.98 -7.7746 -9.5682 21.892
 25.99 -7.952 -9.7039 22.209
 26.00 -8.1244 -9.8171 22.546
 26.01 -8.2899 -9.9054 22.901
 26.02 -8.4468 -9.9662 23.271
 26.03 -8.5932 -9.9974 23.653
 26.04 -8.7271 -9.9972 24.042
 26.05 -8.8466 -9.9643 24.435
 26.06 -8.95 -9.8978 24.826
 26.07 -9.0356 -9.7975 25.212
 26.08 -9.1019 -9.6638 25.587
 26.09 -9.1476 -9.4979 25.946
 26.10 -9.1717 -9.3015 26.285
 26.11 -9.1734 -9.0771 26.599
 26.12 -9.1523 -8.8276 26.885
 26.13 -9.1085 -8.5567 27.139
 26.14 -9.0421 -8.2682 27.357
 26.15 -8.954 -7.9664 27.539
 26.16 -8.845 -7.6557 27.682
 26.17 -8.7166 -7.3403 27.786
 26.18 -8.5704 -7.0246 27.85
 26.19 -8.4081 -6.7125 27.876
 26.20 -8.2319 -6.4078 27.865
 26.21 -8.044 -6.1137 27.817
 26.22 -7.8466 -5.8331 27.736
 26.23 -7.6421 -5.5683 27.624
 26.24 -7.4326 -5.3212 27.483
 26.25 -7.2205 -5.0931 27.317
 26.26 -7.0079 -4.885 27.127
 26.27 -6.7966 -4.6974 26.917
 26.28 -6.5886 -4.5305 26.69
 26.29 -6.3855 -4.384 26.448
 26.30 -6.1888 -4.2578 26.193
 26.31 -5.9997 -4.151 25.928
 26.32 -5.8194 -4.0632 25.654
 26.33 -5.6487 -3.9933 25.375
 26.34 -5.4885 -3.9407 25.091
 26.35 -5.3393 -3.9042 24.804
 26.36 -5.2016 -3.8832 24.516
 26.37 -5.0757 -3.8766 24.228
 26.38 -4.9619 -3.8837 23.941
 26.39 -4.8601 -3.9038 23.656
 26.40 -4.7706 -3.9361 23.375
 26.41 -4.6932 -3.98 23.097
 26.42 -4.6279 -4.0349 22.825
 26.43 -4.5746 -4.1005 22.558
 26.44 -4.533 -4.1762 22.298
 26.45 -4.5031 -4.2619 22.045
 26.46 -4.4847 -4.3571 21.8
 26.47 -4.4776 -4.4617 21.564
 26.48 -4.4815 -4.5755 21.337
 26.49 -4.4963 -4.6984 21.121
 26.50 -4.5218 -4.8304 20.915
 26.51 -4.5579 -4.9712 20.721
 26.52 -4.6045 -5.121 20.54
 26.53 -4.6612 -5.2795 20.371
 26.54 -4.7281 -5.4469 20.217
 26.55 -4.8049 -5.6228 20.078
 26.56 -4.8916 -5.8073 19.955
 26.57 -4.988 -6.0002 19.848
 26.58 -5.094 -6.2012 19.76
 26.59 -5.2094 -6.4099 19.69
 26.60 -5.334 -6.626 19.64
 26.61 -5.4677 -6.849 19.612
 26.62 -5.6102 -7.078 19.605
 26.63 -5.7612 -7.3124 19.622
 26.64 -5.9203 -7.5511 19.663
 26.65 -6.0872 -7.7929 19.73
 26.66 -6.2613 -8.0363 19.823
 26.67 -6.442 -8.2798 19.944
 26.68 -6.6286 -8.5215 20.092
 26.69 -6.8203 -8.7593 20.27
 26.70 -7.016 -8.9907 20.477
 26.71 -7.2148 -9.2133 20.712
 26.72 -7.4153 -9.4242 20.977
 26.73 -7.6161 -9.6204 21.271
 26.74 -7.8156 -9.7987 21.591
 26.75 -8.0121 -9.9561 21.938
 26.76 -8.2037 -10.089 22.309
 26.77 -8.3885 -10.195 22.7
 26.78 -8.5643 -10.27 23.11
 26.79 -8.729 -10.312 23.534
 26.80 -8.8803 -10.319 23.967
 26.81 -9.016 -10.289 24.406
 26.82 -9.1342 -10.22 24.845
 26.83 -9.2326 -10.113 25.277
 26.84 -9.3097 -9.9671 25.699
 26.85 -9.3636 -9.784 26.103
 26.86 -9.3934 -9.5656 26.485
 26.87 -9.3979 -9.3147 26.839
 26.88 -9.3766 -9.0349 27.161
 26.89 -9.3295 -8.7303 27.446
 26.90 -9.2569 -8.4055 27.691
 26.91 -9.1596 -8.0656 27.894
 26.92 -9.0386 -7.7158 28.053
 26.93 -8.8956 -7.3612 28.166
 26.94 -8.7324 -7.0069 28.236
 26.95 -8.5512 -6.6575 28.261
 26.96 -8.3545 -6.3173 28.244
 26.97 -8.1447 -5.9902 28.188
 26.98 -7.9245 -5.6792 28.094
 26.99 -7.6965 -5.387 27.965
 27.00 -7.4634 -5.1156 27.805
 27.01 -7.2278 -4.8663 27.618
 27.02 -6.9919 -4.6401 27.405
 27.03 -6.7581 -4.4373 27.171
 27.04 -6.5284 -4.2578 26.919
 27.05 -6.3046 -4.1014 26.651
 27.06 -6.0882 -3.9673 26.371
 27.07 -5.8808 -3.8548 26.08
 27.08 -5.6834 -3.7628 25.782
 27.09 -5.497 -3.6902 25.478
 27.10 -5.3223 -3.6361 25.169
 27.11 -5.1599 -3.5992 24.858
 27.12 -5.0102 -3.5784 24.547
 27.13 -4.8736 -3.5727 24.235
 27.14 -4.7501 -3.5811 23.926
 27.15 -4.6398 -3.6028 23.619
 27.16 -4.5427 -3.637 23.316
 27.17 -4.4586 -3.6829 23.017
 27.18 -4.3875 -3.7399 22.724
 27.19 -4.329 -3.8077 22.437
 27.20 -4.2831 -3.8856 22.156
 27.21 -4.2495 -3.9735 21.883
 27.22 -4.2278 -4.071 21.619
 27.23 -4.218 -4.1779 21.363
 27.24 -4.2197 -4.2942 21.117
 27.25 -4.2328 -4.4197 20.881
 27.26 -4.257 -4.5545 20.656
 27.27 -4.2922 -4.6985 20.443
 27.28 -4.3382 -4.8517 20.242
 27.29 -4.3949 -5.0143 20.054
 27.30 -4.4621 -5.1862 19.881
 27.31 -4.5397 -5.3674 19.722
 27.32 -4.6276 -5.558 19.58
 27.33 -4.7257 -5.7579 19.454
 27.34 -4.834 -5.967 19.346
 27.35 -4.9523 -6.1851 19.257
 27.36 -5.0805 -6.412 19.189
 27.37 -5.2185 -6.6472 19.142
 27.38 -5.3662 -6.8903 19.117
 27.39 -5.5233 -7.1405 19.117
 27.40 -5.6895 -7.397 19.142
 27.41 -5.8647 -7.6588 19.193
 27.42 -6.0482 -7.9245 19.273
 27.43 -6.2397 -8.1925 19.381
 27.44 -6.4385 -8.4611 19.52
 27.45 -6.644 -8.7282 19.69
 27.46 -6.8551 -8.9912 19.893
 27.47 -7.0708 -9.2476 20.128
 27.48 -7.29 -9.4943 20.395
 27.49 -7.5112 -9.7279 20.696
 27.50 -7.7328 -9.9451 21.029
 27.51 -7.953 -10.142 21.392
 27.52 -8.1699 -10.315 21.785
 27.53 -8.3812 -10.46 22.205
 27.54 -8.5848 -10.573 22.649
 27.55 -8.778 -10.651 23.113
 27.56 -8.9584 -10.69 23.593
 27.57 -9.1235 -10.688 24.083
 27.58 -9.2705 -10.643 24.578
 27.59 -9.3971 -10.553 25.071
 27.60 -9.501 -10.419 25.556
 27.61 -9.58 -10.24 26.026
 27.62 -9.6324 -10.018 26.475
 27.63 -9.6567 -9.7561 26.895
 27.64 -9.652 -9.458 27.281
 27.65 -9.6178 -9.1282 27.628
 27.66 -9.5542 -8.7718 27.931
 27.67 -9.4616 -8.3947 28.186
 27.68 -9.3412 -8.0031 28.391
 27.69 -9.1946 -7.6032 28.545
 27.70 -9.0237 -7.2011 28.648
 27.71 -8.8309 -6.8027 28.699
 27.72 -8.619 -6.4134 28.702
 27.73 -8.3908 -6.0378 28.658
 27.74 -8.1494 -5.68 28.57
 27.75 -7.898 -5.3433 28.442
 27.76 -7.6395 -5.0301 28.278
 27.77 -7.3771 -4.7424 28.081
 27.78 -7.1135 -4.481 27.855
 27.79 -6.8514 -4.2466 27.605
 27.80 -6.5933 -4.039 27.334
 27.81 -6.3412 -3.8578 27.046
 27.82 -6.0972 -3.7021 26.743
 27.83 -5.8627 -3.5708 26.428
 27.84 -5.6392 -3.4627 26.105
 27.85 -5.4277 -3.3765 25.775
 27.86 -5.2292 -3.3106 25.441
 27.87 -5.0442 -3.2636 25.105
 27.88 -4.8732 -3.2343 24.767
 27.89 -4.7165 -3.2213 24.43
 27.90 -4.5742 -3.2233 24.094
 27.91 -4.4463 -3.2393 23.761
 27.92 -4.3327 -3.2684 23.432
 27.93 -4.2334 -3.3096 23.107
 27.94 -4.1479 -3.3622 22.788
 27.95 -4.0761 -3.4257 22.475
 27.96 -4.0177 -3.4994 22.168
 27.97 -3.9724 -3.5831 21.869
 27.98 -3.9398 -3.6764 21.579
 27.99 -3.9196 -3.7791 21.296
 28.00 -3.9116 -3.8911 21.023
 28.01 -3.9154 -4.0124 20.76
 28.02 -3.9309 -4.1429 20.507
 28.03 -3.9578 -4.2828 20.266
 28.04 -3.9958 -4.4321 20.036
 28.05 -4.045 -4.5909 19.819
 28.06 -4.105 -4.7595 19.615
 28.07 -4.1758 -4.9379 19.425
 28.08 -4.2574 -5.1264 19.25
 28.09 -4.3496 -5.325 19.092
 28.10 -4.4524 -5.5338 18.95
 28.11 -4.5659 -5.753 18.827
 28.12 -4.6899 -5.9825 18.723
